datetime,speed,wind_dir,temp,radiation,precip,ctime,mtime
2020-05-30 00:00:00,1.4,294.4,22.1,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:01:00,0.9,341.1,22.1,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:02:00,1.2,343.1,22.1,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:03:00,1.2,0.7,22.1,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:04:00,2.0,325.0,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:05:00,1.9,315.2,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:06:00,1.5,296.3,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:07:00,1.2,344.4,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:08:00,1.7,316.8,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:09:00,1.5,341.5,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:10:00,2.0,335.6,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:11:00,2.2,340.2,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:12:00,2.1,346.7,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:13:00,2.1,343.8,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:14:00,1.9,323.4,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:15:00,1.8,345.9,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:16:00,1.4,352.0,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:17:00,1.3,338.5,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:18:00,0.9,336.6,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:19:00,1.3,315.5,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:20:00,1.5,358.0,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:21:00,1.6,,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:22:00,1.8,0.4,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:23:00,1.5,338.3,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:24:00,1.7,351.3,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:25:00,1.4,12.9,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:26:00,1.2,337.6,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:27:00,1.6,340.0,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:28:00,1.1,328.3,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:29:00,0.9,333.3,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:30:00,1.3,316.9,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:31:00,1.4,295.8,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:32:00,1.2,298.9,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:33:00,1.2,311.4,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:34:00,2.0,327.4,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:35:00,1.7,315.8,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
2020-05-30 00:36:00,1.3,327.4,22.0,0,0.0,2020-05-30 00:05:04,2020-05-31 00:05:24
